index,longitude,latitude,magnitude,sequential Days,depth,date,year,month,day,hour,minute,decimal Seconds
1,97.0057,27.0341,4.6,0,30.4,19/1/70,1970,1,19,12,57,29.08
2,93.912,27.4384,5.5,30.7917,12.8,19/2/70,1970,2,19,7,10,2.7
3,96.9312,26.8319,5.3,49.7083,22.3,10/3/70,1970,3,10,5,20,10.58
4,93.8912,24.922,5,53.25,55,13/3/70,1970,3,13,18,24,55.12
5,96.3108,26.4836,5.1,76.7083,87.4,6/4/70,1970,4,6,5,8,0.39
6,93.9991,24.0275,5.1,129.917,43.4,29/5/70,1970,5,29,10,33,59.51
7,88.71,25.5859,5.2,186.542,27.7,25/7/70,1970,7,25,1,35,25.94
10,94.9429,26.1063,5.3,190.917,71,29/7/70,1970,7,29,10,31,15.28
11,93.8019,24.6887,4.7,205.792,37.7,13/8/70,1970,8,13,7,0,43.27
12,91.6473,24.8731,5.1,220.542,30.4,28/8/70,1970,8,28,1,24,8.34
13,94.0168,21.7797,5,268.167,59.5,14/10/70,1970,10,14,16,51,38.57
14,91.6399,23.7407,5.5,378.792,31,2/2/71,1971,2,2,7,59,56.87
15,99.4572,25.2486,5.1,381.875,35,5/2/71,1971,2,5,9,10,38.05
16,96.1881,18.9762,4.8,432.583,35,28/3/71,1971,3,28,2,54,14.62
17,96.5569,26.1108,5,435.833,35,31/3/71,1971,3,31,8,16,23.22
18,94.8068,24.3189,5,482.833,112,17/5/71,1971,5,17,8,43,17.13
22,96.4861,25.2611,5.3,496.708,16.3,31/5/71,1971,5,31,5,13,59.63
23,94.3267,23.7838,4.8,513.333,10,16/6/71,1971,6,16,20,6,14.36
24,94.7292,24.659,5.1,522.583,78.3,26/6/71,1971,6,26,2,16,38.92
25,93.1212,26.4538,5.5,544.125,41.1,17/7/71,1971,7,17,15,0,56.23
28,96.3886,15.2094,4.6,600.083,15,11/9/71,1971,9,11,14,54,37.76
29,95.9004,22.9314,5,629.25,22.9,10/10/71,1971,10,10,18,25,15.95
31,95.8983,23.0454,5.2,633,32,14/10/71,1971,10,14,12,55,22.07
32,90.4038,26.1925,4.8,650.125,24,31/10/71,1971,10,31,15,54,49.75
33,93.8362,21.4283,4.9,660.667,52.2,11/11/71,1971,11,11,4,40,58.86
34,96.4998,25.3155,4.6,704.708,25,25/12/71,1971,12,25,5,14,15.81
35,94.7134,25.186,5.6,709.417,60.5,29/12/71,1971,12,29,22,27,6.82
36,93.4019,25.7392,4.6,796.75,33,26/3/72,1972,3,26,6,10,36.87
37,95.1857,25.5108,4.7,818.917,103.7,17/4/72,1972,4,17,10,35,47.15
38,94.3409,17.369,4.8,824.042,46,22/4/72,1972,4,22,13,18,1.03
39,94.762,17.072,5.3,829.958,25.2,28/4/72,1972,4,28,11,30,18.7
40,94.4714,21.3747,4.9,842,97,10/5/72,1972,5,10,12,48,47.16
41,96.7317,26.0661,4.6,889.875,33.7,27/6/72,1972,6,27,9,5,56.27
42,98.204,20.4181,4.8,900,35,7/7/72,1972,7,7,12,4,15.05
43,94.4293,24.3973,4.6,904.333,77,11/7/72,1972,7,11,20,46,17.26
44,94.842,18.7733,4.7,986.917,35,2/10/72,1972,10,2,10,57,0.73
45,96.1917,26.3488,5.2,1017.38,94.8,1/11/72,1972,11,1,21,53,47.14
46,95.4996,24.773,4.9,1026.54,145.6,11/11/72,1972,11,11,1,47,14.95
47,96.5045,25.3393,4.9,1031.96,21,16/11/72,1972,11,16,11,24,15.37
48,95.7539,24.9436,4.9,1038.38,23,22/11/72,1972,11,22,21,5,28.13
49,94.2592,21.2453,5.2,1063.96,75.2,18/12/72,1972,12,18,11,20,33.79
50,98.4136,21.3627,4.8,1159.5,20.2,24/3/73,1973,3,24,0,27,32.23
51,93.5333,24.2793,5.7,1228.46,53.5,31/5/73,1973,5,31,23,40,0.85
53,98.5089,24.9217,4.6,1229.17,15,1/6/73,1973,6,1,16,39,53.22
54,92.4163,27.3671,5,1262.17,18,4/7/73,1973,7,4,16,44,13.39
55,94.7424,23.5451,4.9,1262.38,128.8,4/7/73,1973,7,4,21,4,48.47
56,94.3717,23.2496,5.3,1285.33,61.3,27/7/73,1973,7,27,20,23,50.1
57,97.0118,27.2667,4.9,1289.38,28,31/7/73,1973,7,31,21,6,16.18
58,92.6664,27.0292,4.9,1331.12,35,11/9/73,1973,9,11,15,55,59.6
59,93.362,27.8084,4.9,1358.67,35,9/10/73,1973,10,9,4,1,49.99
60,93.2342,20.9321,5,1379.58,10,30/10/73,1973,10,30,2,44,59.72
61,91.6829,25.7328,4.7,1383,16.9,2/11/73,1973,11,2,12,9,56.53
62,93.3119,22.4259,4.9,1436.54,42.7,26/12/73,1973,12,26,1,42,23.01
63,95.2056,19.8733,4.6,1443.04,35,1/1/74,1974,1,1,13,52,42.87
64,94.5459,23.3634,4.8,1448.71,103.1,7/1/74,1974,1,7,5,18,25.85
65,92.8523,22.7832,4.9,1462.33,19.9,20/1/74,1974,1,20,20,5,18.72
66,95.3355,22.5574,4.7,1520.79,35,20/3/74,1974,3,20,7,47,51.57
67,93.9348,17.3705,4.8,1526.38,46.3,25/3/74,1974,3,25,21,14,47.5
68,93.5947,21.3274,5,1536.62,49,5/4/74,1974,4,5,3,46,31.72
69,99.6247,27.5316,4.6,1538,35,6/4/74,1974,4,6,12,34,22.72
70,91.8079,25.6447,4.6,1576.62,26.4,15/5/74,1974,5,15,3,51,22.27
71,94.8506,24.5222,4.7,1587.17,112,25/5/74,1974,5,25,16,7,27.65
72,93.706,25.8304,4.7,1615.25,33,22/6/74,1974,6,22,18,10,52.57
73,92.4423,27.2976,4.6,1631.79,18,9/7/74,1974,7,9,7,17,9.94
74,93.0588,21.9382,4.9,1645.62,42,23/7/74,1974,7,23,3,6,33.06
76,96.2924,25.8424,5.2,1691.96,35,7/9/74,1974,9,7,11,40,30.63
77,90.9801,25.6571,4.8,1705.75,28.2,21/9/74,1974,9,21,6,27,43.59
78,98.0377,20.0101,4.8,1761.67,10,16/11/74,1974,11,16,4,53,9.91
79,95.2587,24.8802,4.8,1762.42,146,16/11/74,1974,11,16,22,7,25.74
80,94.9021,19.9514,5,1767.29,82.2,21/11/74,1974,11,21,19,45,13.34
81,95.2027,24.2885,5.1,1777.54,112,2/12/74,1974,12,2,1,8,47.65
82,93.8627,23.8955,4.8,1783.04,55.6,7/12/74,1974,12,7,13,55,2.69
83,97.4179,25.5258,4.8,1797.33,35,21/12/74,1974,12,21,20,40,4.32
84,93.8348,22.7128,4.6,1824.12,35,17/1/75,1975,1,17,15,9,44.4
85,97.8596,17.6413,5.7,1854.62,4.2,17/2/75,1975,2,17,3,38,21.25
86,93.3799,24.1046,4.7,1869.29,57,3/3/75,1975,3,3,19,24,26.3
87,93.7287,16.7901,4.6,1879.08,10,13/3/75,1975,3,13,14,32,21.17
88,94.0567,23.8389,5.4,1947.62,46,21/5/75,1975,5,21,3,16,19.32
93,96.9248,26.6096,5.5,1960.62,15,3/6/75,1975,6,3,3,23,37.14
94,95.8167,28.2123,5,1967.96,27.4,10/6/75,1975,6,10,11,50,11.08
95,94.6699,22.5633,5,1986.38,124.6,28/6/75,1975,6,28,21,32,3.79
97,94.5779,21.4258,4.8,1996.96,120,9/7/75,1975,7,9,11,30,35.11
98,96.3498,26.5346,5.3,2010.62,16.5,23/7/75,1975,7,23,3,3,11.52
99,99.843,25.8248,4.9,2053.38,35,3/9/75,1975,9,3,21,50,35.9
100,96.4155,21.038,5,2055.54,35,6/9/75,1975,9,6,1,55,18.3
101,99.314,20.8469,4.6,2061.46,35,11/9/75,1975,9,11,23,7,46.94
102,94.1617,22.3267,4.8,2066.62,80.7,17/9/75,1975,9,17,3,0,21.29
103,98.5863,19.9949,4.8,2068.46,12.3,18/9/75,1975,9,18,23,1,57.56
104,96.3807,18.2221,5.1,2079.04,18.4,29/9/75,1975,9,29,13,42,42.85
106,94.5306,21.4255,4.6,2130.08,97,19/11/75,1975,11,19,14,1,24.9
107,94.0669,23.5988,5.1,2154.42,60.1,13/12/75,1975,12,13,22,35,45.76
110,96.5502,18.1718,5,2170.83,9.2,30/12/75,1975,12,30,8,57,22.94
111,92.2142,26.7045,4.8,2242.5,40,11/3/76,1976,3,11,0,32,39.82
112,95.2237,19.0433,4.8,2251.67,13,20/3/76,1976,3,20,4,53,21.25
113,96.733,25.2033,4.8,2267.42,22.5,4/4/76,1976,4,4,22,28,26.14
114,95.1254,21.781,4.9,2268.38,35,5/4/76,1976,4,5,21,23,31.97
115,99.6598,27.005,4.6,2296.75,35,4/5/76,1976,5,4,6,1,33.87
116,95.4211,17.8638,4.8,2307.83,35,15/5/76,1976,5,15,8,11,52.65
117,95.3045,25.136,4.6,2317.67,113.6,25/5/76,1976,5,25,4,48,44.41
126,98.7299,24.2599,5.3,2324.25,9.3,31/5/76,1976,5,31,18,35,5
137,98.5349,24.8753,5.1,2376.54,10.3,23/7/76,1976,7,23,1,43,58.14
139,97.1492,26.6723,6.4,2397.46,26.6,12/8/76,1976,8,12,23,26,48.18
140,94.7729,24.0469,4.8,2439.5,115,24/9/76,1976,9,24,0,9,50.38
142,98.8529,24.5125,5,2458.12,11.3,12/10/76,1976,10,12,15,19,32.84
143,100.0435,21.6353,4.7,2461.79,10,16/10/76,1976,10,16,7,12,24.17
144,96.6794,26.1838,4.8,2477.25,10,31/10/76,1976,10,31,18,36,23.23
145,99.3488,24.8828,4.8,2479.71,35,3/11/76,1976,11,3,5,41,8.37
146,94.0754,24.1059,4.8,2513.17,100,6/12/76,1976,12,6,16,13,14.32
147,99.2514,24.6693,4.6,2514.79,35,8/12/76,1976,12,8,7,49,32.2
148,94.5042,23.0456,4.9,2521.67,112.8,15/12/76,1976,12,15,4,35,15.15
149,92.3772,27.6393,4.7,2523.92,18,17/12/76,1976,12,17,10,21,47.15
150,95.0635,26.1176,4.9,2531.54,46.8,25/12/76,1976,12,25,1,7,9.93
153,94.124,17.3546,4.8,2562.58,12.7,25/1/77,1977,1,25,2,5,52.71
154,96.4467,15.0504,4.9,2566.71,14.7,29/1/77,1977,1,29,5,10,51.17
155,92.6943,24.1995,4.9,2575.17,30.5,6/2/77,1977,2,6,16,53,57.95
156,96.4516,26.1209,4.7,2593.25,35,24/2/77,1977,2,24,18,13,16.36
158,99.842,25.659,5.1,2613.46,35,16/3/77,1977,3,16,23,57,36.23
159,92.9285,21.6807,5.4,2670,43.3,12/5/77,1977,5,12,12,20,2.75
161,97.3441,27.3592,4.6,2723.71,35,5/7/77,1977,7,5,5,53,45.49
162,92.9855,26.5069,4.6,2728.88,10,10/7/77,1977,7,10,9,48,21.26
164,97.1945,26.7757,4.7,2816.21,10,5/10/77,1977,10,5,17,53,54.36
165,93.2054,23.5026,5.2,2823.96,62.2,13/10/77,1977,10,13,11,32,10.69
166,99.0019,25.8791,4.8,2827.62,25.3,17/10/77,1977,10,17,3,46,49.55
167,92.9072,26.6216,5.2,2855.38,43,13/11/77,1977,11,13,21,2,32.86
168,95.6646,23.7637,4.7,2893,35,21/12/77,1977,12,21,12,46,24.61
169,96.9612,26.3901,4.8,2893.67,15,22/12/77,1977,12,22,4,42,0.47
170,92.1035,23.7422,5.2,2895.38,35,23/12/77,1977,12,23,21,0,28.47
171,94.9536,24.6005,5,2910.75,112,8/1/78,1978,1,8,6,33,1.59
172,94.5656,23.008,5,2937.46,109.2,3/2/78,1978,2,3,23,46,46.05
173,94.6146,23.9112,4.9,2942.71,107,9/2/78,1978,2,9,5,36,4.9
174,94.673,24.4275,4.8,2945.08,82,11/2/78,1978,2,11,14,45,44.87
176,94.6112,23.067,5.2,2957.46,119,23/2/78,1978,2,23,23,18,36.13
177,96.9137,27.3091,4.8,2964,35,2/3/78,1978,3,2,12,14,39.19
178,92.7878,23.076,4.8,2990,10,28/3/78,1978,3,28,12,37,38.94
179,92.4096,22.8258,4.8,3000.46,35,7/4/78,1978,4,7,23,32,35.73
180,92.5549,27.5977,4.9,3012.21,18,19/4/78,1978,4,19,17,1,42.93
181,96.4936,15.1486,4.9,3027.58,15,5/5/78,1978,5,5,2,30,12.27
182,99.1061,19.2267,4.8,3048.46,10,25/5/78,1978,5,25,23,22,30.95
183,96.2447,25.8789,4.7,3062.75,100,9/6/78,1978,6,9,6,11,58.23
184,98.8191,25.5968,4.6,3068.42,35,14/6/78,1978,6,14,22,59,6.59
186,96.9706,26.3475,5.1,3125.08,31.4,10/8/78,1978,8,10,14,52,53.46
187,95.8137,16.5576,5.6,3175.88,24.3,30/9/78,1978,9,30,9,4,35.04
188,93.496,24.4093,4.6,3186.25,55,10/10/78,1978,10,10,18,14,47.08
189,94.4431,24.1879,4.8,3196.21,96,20/10/78,1978,10,20,17,21,48.78
191,95.9487,16.7486,5,3244.5,14.3,8/12/78,1978,12,8,0,22,8.55
192,92.7596,23.5494,4.7,3265.83,56,29/12/78,1978,12,29,8,53,25.71
193,94.0636,24.8665,4.8,3267.46,10,30/12/78,1978,12,30,23,33,22
194,93.6462,20.9026,5.3,3269.25,57.1,1/1/79,1979,1,1,18,51,11.79
195,90.9805,24.7722,4.9,3295.75,24.5,28/1/79,1979,1,28,6,6,36.92
196,95.9423,23.1546,5.1,3316.75,32,18/2/79,1979,2,18,6,16,12.98
197,94.3982,24.5387,4.7,3330,71.3,3/3/79,1979,3,3,12,25,44.34
199,96.518,15.091,4.7,3366.38,15,8/4/79,1979,4,8,21,37,49.6
200,96.4895,27.454,4.9,3382.58,33.5,25/4/79,1979,4,25,2,21,53.12
201,92.3817,23.9849,4.6,3399.75,35,12/5/79,1979,5,12,6,10,11.48
202,94.7507,24.4962,5.3,3416.5,84.3,29/5/79,1979,5,29,0,39,53.76
203,95.19,24.8958,4.9,3462.46,100.2,13/7/79,1979,7,13,23,20,10.65
204,91.8004,26.7896,4.7,3478.08,57.7,29/7/79,1979,7,29,14,16,0.56
205,95.3143,26.1405,4.6,3480.83,95,1/8/79,1979,8,1,8,58,25.87
206,99.6301,25.8625,4.6,3484.71,35,5/8/79,1979,8,5,5,18,23.84
207,98.8462,25.1438,4.7,3488.21,17,8/8/79,1979,8,8,17,0,51.62
209,96.5277,25.1431,4.9,3532.42,21,21/9/79,1979,9,21,22,2,31.94
210,94.797,18.1872,5.7,3543.96,40.3,3/10/79,1979,10,3,11,35,13.84
211,94.1864,23.0538,4.8,3560.12,105,19/10/79,1979,10,19,15,13,25.9
212,95.9882,22.7519,4.7,3583.54,32,12/11/79,1979,11,12,1,31,18.93
213,96.2609,25.1369,5.1,3596.58,6.1,25/11/79,1979,11,25,2,40,45.98
214,96.9671,27.0493,5.7,3622.75,10,21/12/79,1979,12,21,6,31,50.65
215,93.4823,21.2275,4.7,3671.54,49,8/2/80,1980,2,8,1,20,22.26
216,94.6283,23.9421,5,3721.17,82.5,28/3/80,1980,3,28,16,15,3.82
217,93.7528,21.3222,5.2,3727.83,55,4/4/80,1980,4,4,8,19,23.7
218,94.1868,23.8086,4.8,3774.04,78.9,20/5/80,1980,5,20,13,19,53.28
219,99.9766,25.8929,4.6,3781,35,27/5/80,1980,5,27,12,32,19.56
220,90.3977,25.8489,4.8,3795.71,24,11/6/80,1980,6,11,5,25,11.96
221,94.7411,22.5154,4.7,3831.33,35,16/7/80,1980,7,16,20,55,29.85
222,96.0531,23.8639,4.7,3846.58,44.5,1/8/80,1980,8,1,2,22,41.54
223,94.4317,24.7261,5,3858.17,50,12/8/80,1980,8,12,16,44,3.61
225,94.6301,15.7744,4.8,3873.79,22,28/8/80,1980,8,28,7,55,23.33
226,96.9185,27.1434,4.8,3916.58,24.6,10/10/80,1980,10,10,2,35,34.43
227,91.3592,23.9974,5,3936.71,30,30/10/80,1980,10,30,5,29,41.93
228,99.7618,26.2064,4.7,3957.04,35,19/11/80,1980,11,19,13,56,6.52
229,93.8473,22.723,5.4,3958.25,27.1,20/11/80,1980,11,20,18,14,12.35
230,93.6176,21.254,4.7,3998.58,44.4,31/12/80,1980,12,31,2,32,57.85
231,95.2147,18.4807,4.8,4012.54,35,14/1/81,1981,1,14,1,2,59.88
232,96.3658,24.7612,4.7,4030.88,10,1/2/81,1981,2,1,9,27,47.31
233,97.1234,26.3086,4.8,4037.38,15,7/2/81,1981,2,7,21,37,17.45
234,93.5748,25.9935,4.8,4057.54,35,28/2/81,1981,2,28,1,58,22.44
235,96.9212,26.5234,4.9,4089.42,25.4,31/3/81,1981,3,31,22,41,25.06
236,95.3437,24.9145,5.8,4113.96,142.5,25/4/81,1981,4,25,11,32,24.23
237,94.4859,22.9445,4.9,4119.67,93.8,1/5/81,1981,5,1,4,8,10.94
238,98.6257,25.8911,4.8,4132.96,35,14/5/81,1981,5,14,11,1,38.63
239,95.2146,22.5863,5.3,4180.38,10,30/6/81,1981,6,30,21,55,47.74
240,97.893,25.0892,5.1,4186.58,12.7,7/7/81,1981,7,7,2,29,5.96
241,94.5478,24.815,4.8,4197.88,72,18/7/81,1981,7,18,9,0,39.48
242,94.6151,22.9914,4.6,4210.38,105,30/7/81,1981,7,30,21,13,0.37
244,97.905,25.0945,5.3,4224.75,3.9,14/8/81,1981,8,14,6,9,31.58
248,96.0777,25.4571,4.7,4229.21,35,18/8/81,1981,8,18,17,17,8.38
249,94.8484,24.7733,4.6,4233.54,80,23/8/81,1981,8,23,1,24,39.62
250,94.4288,22.9571,4.8,4233.88,86.2,23/8/81,1981,8,23,9,30,1.06
251,95.526,26.5613,4.6,4246.62,31.1,5/9/81,1981,9,5,3,17,11.4
252,99.4103,21.1289,5.1,4253.71,8.3,12/9/81,1981,9,12,5,25,19.98
253,94.2775,23.5296,4.8,4280.71,70,9/10/81,1981,10,9,5,23,3.67
254,95.0299,25.6409,4.7,4318.46,85,15/11/81,1981,11,15,23,45,58.17
255,93.2309,22.746,4.7,4323.54,41.6,21/11/81,1981,11,21,1,52,22.36
257,99.6591,27.5603,4.8,4353.42,35,20/12/81,1981,12,20,22,0,31.61
258,94.3273,24.6774,5,4366.96,82,3/1/82,1982,1,3,11,37,43.79
259,92.0288,24.7268,5,4375.33,38.7,11/1/82,1982,1,11,20,53,2.13
260,96.1629,19.1869,5.1,4382.38,10,18/1/82,1982,1,18,21,26,16.76
261,94.6698,21.3877,5.3,4387.96,114,24/1/82,1982,1,24,11,35,40.86
262,94.7491,21.9137,4.7,4407.17,100,12/2/82,1982,2,12,16,0,4.83
263,90.6732,25.235,4.7,4420.5,30,26/2/82,1982,2,26,0,5,44.97
264,92.1181,26.2493,4.8,4420.83,10,26/2/82,1982,2,26,8,13,59.84
265,95.5453,23.4536,5,4453.04,39,30/3/82,1982,3,30,13,19,52.8
266,94.3128,22.3324,4.7,4456.79,106,3/4/82,1982,4,3,7,55,57.86
267,94.2059,24.2556,4.7,4459.71,82,6/4/82,1982,4,6,5,44,53.77
268,94.9115,25.3574,4.7,4501.46,85,17/5/82,1982,5,17,23,17,52.62
269,95.8748,20.7723,4.7,4505.33,35,21/5/82,1982,5,21,20,23,38.11
270,93.9222,24.1957,4.6,4505.88,68.9,22/5/82,1982,5,22,9,2,28.01
271,89.9919,26.2783,4.6,4535.12,32,20/6/82,1982,6,20,15,29,20.25
272,100.0462,26.5757,5.2,4547.83,7.4,3/7/82,1982,7,3,8,13,33.62
273,90.5913,19.5263,5,4549.25,35,4/7/82,1982,7,4,18,34,29.46
274,96.1642,27.1745,4.7,4550.17,10,5/7/82,1982,7,5,16,32,45.95
276,99.8192,26.4371,4.8,4578.33,35,2/8/82,1982,8,2,20,2,49.61
277,92.1785,25.1976,4.6,4596.67,44,21/8/82,1982,8,21,4,26,26.2
278,96.5999,25.5256,4.7,4606.46,10,30/8/82,1982,8,30,23,13,35.24
279,91.474,25.3275,5,4606.92,27.9,31/8/82,1982,8,31,10,42,46.35
280,95.8439,22.9795,4.7,4611.29,32,4/9/82,1982,9,4,19,51,20.78
284,100.013,26.456,4.9,4645.04,25.2,8/10/82,1982,10,8,13,34,57.89
285,92.191,26.5526,4.8,4685.75,10,18/11/82,1982,11,18,6,2,29.35
286,94.7202,27.7587,5.2,4694.04,27.9,26/11/82,1982,11,26,13,26,30.81
287,94.4116,24.5339,4.9,4709.33,69.6,11/12/82,1982,12,11,20,55,34.89
288,95.5651,25.4521,4.8,4712.54,10,15/12/82,1982,12,15,1,22,34.03
289,95.1474,25.0204,4.6,4714.71,104,17/12/82,1982,12,17,5,45,3.64
290,99.4407,25.6567,5,4725.83,24.5,28/12/82,1982,12,28,8,0,4.44
292,92.1136,26.1604,4.8,4728,10,30/12/82,1982,12,30,12,29,25.27
293,94.4285,24.2464,5.1,4731.96,82.6,3/1/83,1983,1,3,11,28,16.29
295,96.9585,26.7226,4.6,4741,10,12/1/83,1983,1,12,12,22,23.96
296,95.0311,24.7355,4.7,4742.46,111.5,13/1/83,1983,1,13,23,0,12.24
